Departure ID,Arrival ID,Departure Epoch,time-of-flight [s],Atom Delta-V [km/s],Lambert Delta-V [km/s]
16615,27387,2016-02-01 00:00:00.000000 UTC,12100,13.5603,13.7325
16615,27387,2016-02-01 00:00:00.000000 UTC,16000,14.3048,14.3362
16615,27387,2016-02-01 00:00:00.000000 UTC,18200,13.3165,13.5221
16615,27387,2016-02-01 00:00:00.000000 UTC,22300,14.7455,14.6033
16615,27387,2016-02-01 00:00:00.000000 UTC,24200,13.1846,13.4065
16615,27387,2016-02-01 00:00:00.000000 UTC,30000,13.2262,13.3471
16615,27387,2016-02-01 00:00:00.000000 UTC,30300,13.0958,13.3473
16615,27387,2016-02-01 00:00:00.000000 UTC,33100,13.2028,13.267
16615,27387,2016-02-01 00:00:00.000000 UTC,33200,13.5927,13.2741
16615,27387,2016-02-01 00:00:00.000000 UTC,33800,15.5694,13.5898
16615,27387,2016-02-01 00:00:00.000000 UTC,34100,14.2988,13.9357
16615,27387,2016-02-01 00:00:00.000000 UTC,34500,14.9267,14.7684
16615,27387,2016-02-01 00:00:00.000000 UTC,36000,13.1854,13.3014
16615,27387,2016-02-01 00:00:00.000000 UTC,36400,13.0204,13.3192
16615,27387,2016-02-01 00:00:00.000000 UTC,36800,13.1605,13.5286
16615,27387,2016-02-01 00:00:00.000000 UTC,36900,13.3171,13.6117
16615,27387,2016-02-01 00:00:00.000000 UTC,37600,15.1232,14.8694
16615,27387,2016-02-01 00:00:00.000000 UTC,38100,20.8594,18.8724
16615,27387,2016-02-01 00:00:00.000000 UTC,39000,13.7791,13.6818
16615,27387,2016-02-01 00:00:00.000000 UTC,39300,13.7999,13.7483
16615,27387,2016-02-01 00:00:00.000000 UTC,43000,14.0795,14.163
16615,27387,2016-02-01 00:00:00.000000 UTC,43300,14.1036,14.5096
16615,27387,2016-02-01 00:00:00.000000 UTC,44000,18.4475,17.5717
16615,27387,2016-02-01 00:00:00.000000 UTC,45000,14.2217,14.0171
16615,27387,2016-02-01 00:00:00.000000 UTC,48400,19.5084,14.4739
16615,27387,2016-02-01 00:00:00.000000 UTC,51100,14.5379,14.3156
16615,27387,2016-02-01 00:00:00.000000 UTC,51300,14.7563,14.4379
16615,27387,2016-02-01 00:00:00.000000 UTC,54800,14.4547,14.8985
16615,27387,2016-02-01 00:00:00.000000 UTC,55000,14.9014,14.9504
16615,27387,2016-02-01 00:00:00.000000 UTC,57200,14.9263,14.6044
16615,27387,2016-02-01 00:00:00.000000 UTC,58300,17.1488,16.2869
16615,27387,2016-02-01 00:00:00.000000 UTC,61100,14.8292,15.2936
16615,27387,2016-02-01 00:00:00.000000 UTC,67200,15.3033,15.587
16615,27387,2016-02-01 00:00:00.000000 UTC,67400,15.7278,15.7485
16615,27387,2016-02-01 00:00:00.000000 UTC,69200,15.3181,14.9584
16615,27387,2016-02-01 00:00:00.000000 UTC,70800,19.4644,18.2607
16615,27387,2016-02-01 00:00:00.000000 UTC,70900,20.5094,18.7323
16615,27387,2016-02-01 00:00:00.000000 UTC,73300,15.6521,15.847
16615,27387,2016-02-01 00:00:00.000000 UTC,73600,16.2301,16.2091
16615,27387,2016-02-01 00:00:00.000000 UTC,75300,15.6761,15.1856
16615,27387,2016-02-01 00:00:00.000000 UTC,75600,16.2996,15.5693
16615,27387,2016-02-01 00:00:00.000000 UTC,76200,17.7354,16.662
16615,27387,2016-02-01 00:00:00.000000 UTC,79200,16.744,15.972
16615,27387,2016-02-01 00:00:00.000000 UTC,79500,17.0323,16.1896
16615,27387,2016-02-01 00:00:00.000000 UTC,80200,21.2846,19.8375
16615,27387,2016-02-01 00:00:00.000000 UTC,85800,17.0824,16.894
16615,27387,2016-02-01 00:00:00.000000 UTC,86100,19.251,18.5273
16615,27387,2016-02-01 00:00:00.000000 UTC,88500,19.0174,17.6161
16615,27387,2016-02-01 00:00:00.000000 UTC,91400,16.1393,16.3485
16615,27387,2016-02-01 00:00:00.000000 UTC,91700,17.292,16.7159
16615,27387,2016-02-01 00:00:00.000000 UTC,93500,16.316,15.7257
16615,27387,2016-02-01 00:00:00.000000 UTC,94700,19.9537,18.2756
16615,27387,2016-02-01 00:00:00.000000 UTC,97300,16.1421,16.4172
16615,27387,2016-02-01 00:00:00.000000 UTC,97700,16.8261,16.7885
16615,27387,2016-02-01 00:00:00.000000 UTC,99200,15.8626,15.4473
16615,27387,2016-02-01 00:00:00.000000 UTC,99600,16.6336,15.9425
16615,27387,2016-02-01 00:00:00.000000 UTC,99700,16.7717,16.1025
16615,28499,2016-02-01 00:00:00.000000 UTC,1700,30.7816,30.7957
16615,28499,2016-02-01 00:00:00.000000 UTC,1900,29.7227,29.7106
