Departure ID,Arrival ID,Departure Epoch,time-of-flight [s],Atom Delta-V [km/s],Lambert Delta-V [km/s]
29093,28255,2016-02-01 00:00:00.000000 UTC,125170,7.0804,6.31809
29093,39261,2016-02-01 00:00:00.000000 UTC,135760,7.09222,6.47127
29093,39261,2016-02-01 00:00:00.000000 UTC,244450,7.11033,6.41316
29093,39261,2016-02-01 00:00:00.000000 UTC,202180,7.12021,6.42277
29093,16111,2016-02-01 00:00:00.000000 UTC,221020,7.12351,6.7912
29093,28255,2016-02-01 00:00:00.000000 UTC,190810,7.12692,6.54924
29093,39261,2016-02-01 00:00:00.000000 UTC,178030,7.13346,6.39334
29093,39261,2016-02-01 00:00:00.000000 UTC,153880,7.13526,6.36392
29093,28255,2016-02-01 00:00:00.000000 UTC,160960,7.17188,6.61386
29093,39261,2016-02-01 00:00:00.000000 UTC,184060,7.20605,6.49432
29093,39261,2016-02-01 00:00:00.000000 UTC,214240,7.22042,6.60108
29093,39261,2016-02-01 00:00:00.000000 UTC,208210,7.24203,6.51144
29093,28255,2016-02-01 00:00:00.000000 UTC,143050,7.25941,6.67488
29093,39261,2016-02-01 00:00:00.000000 UTC,147820,7.28244,6.748
29093,39261,2016-02-01 00:00:00.000000 UTC,165940,7.30066,6.59827
29093,39261,2016-02-01 00:00:00.000000 UTC,190090,7.32229,6.59614
29093,28255,2016-02-01 00:00:00.000000 UTC,178900,7.36825,6.30944
29093,28255,2016-02-01 00:00:00.000000 UTC,172870,7.38465,6.93957
39261,28255,2016-02-01 00:00:00.000000 UTC,86500,7.40553,5.50173
28255,29093,2016-02-01 00:00:00.000000 UTC,152290,7.42217,8.6478
16111,29093,2016-02-01 00:00:00.000000 UTC,262060,7.4468,7.15861
29093,28255,2016-02-01 00:00:00.000000 UTC,154990,7.46063,6.63205
29093,39261,2016-02-01 00:00:00.000000 UTC,15010,7.52018,6.59356
29093,28255,2016-02-01 00:00:00.000000 UTC,154960,7.55476,7.05681
29093,39261,2016-02-01 00:00:00.000000 UTC,178000,7.57725,6.8361
29093,39261,2016-02-01 00:00:00.000000 UTC,208120,7.58986,8.24504
29093,39261,2016-02-01 00:00:00.000000 UTC,196120,7.59698,6.69905
29093,39261,2016-02-01 00:00:00.000000 UTC,51220,7.5975,7.05216
29093,28255,2016-02-01 00:00:00.000000 UTC,137050,7.70813,7.21154
29093,28255,2016-02-01 00:00:00.000000 UTC,125110,7.72665,7.34145
29093,28255,2016-02-01 00:00:00.000000 UTC,131080,7.76204,7.27346
29093,28255,2016-02-01 00:00:00.000000 UTC,238510,7.78777,6.96582
29093,28255,2016-02-01 00:00:00.000000 UTC,232540,7.79494,6.99057
29093,28255,2016-02-01 00:00:00.000000 UTC,113170,7.81909,7.49828
28255,29093,2016-02-01 00:00:00.000000 UTC,146650,7.82973,8.12921
29093,28255,2016-02-01 00:00:00.000000 UTC,119140,7.83008,7.41615
29093,28255,2016-02-01 00:00:00.000000 UTC,172840,7.91236,7.40362
29093,28255,2016-02-01 00:00:00.000000 UTC,107200,7.91366,7.58865
29093,28255,2016-02-01 00:00:00.000000 UTC,83380,7.97699,6.36226
29093,28255,2016-02-01 00:00:00.000000 UTC,250420,7.99044,7.21478
29093,28255,2016-02-01 00:00:00.000000 UTC,208630,8.00294,7.53994
29093,39261,2016-02-01 00:00:00.000000 UTC,238330,8.02753,7.46626
29093,39261,2016-02-01 00:00:00.000000 UTC,262480,8.05568,7.37117
29093,28255,2016-02-01 00:00:00.000000 UTC,190750,8.0715,7.2406
16111,28255,2016-02-01 00:00:00.000000 UTC,98350,8.08549,6.34213
29093,28255,2016-02-01 00:00:00.000000 UTC,95260,8.10144,7.7978
29093,28255,2016-02-01 00:00:00.000000 UTC,142990,8.19771,7.79211
29093,28255,2016-02-01 00:00:00.000000 UTC,89290,8.23408,7.91868
29093,28255,2016-02-01 00:00:00.000000 UTC,184750,8.25462,7.82834
29093,28255,2016-02-01 00:00:00.000000 UTC,262330,8.35812,7.48612
29093,28255,2016-02-01 00:00:00.000000 UTC,244420,8.36656,7.64321
29093,39261,2016-02-01 00:00:00.000000 UTC,298660,8.50196,8.03671
29093,16111,2016-02-01 00:00:00.000000 UTC,232180,8.5622,7.5181
16111,39261,2016-02-01 00:00:00.000000 UTC,108610,8.57642,7.33328
16111,39261,2016-02-01 00:00:00.000000 UTC,114640,8.65821,7.5309
16111,29093,2016-02-01 00:00:00.000000 UTC,90220,8.67022,10.6453
16111,39261,2016-02-01 00:00:00.000000 UTC,21040,8.74836,2.77354
29093,28255,2016-02-01 00:00:00.000000 UTC,125140,8.95087,6.75802
16111,28255,2016-02-01 00:00:00.000000 UTC,151960,9.25145,8.46856
29093,39261,2016-02-01 00:00:00.000000 UTC,286540,9.55729,9.45404
39261,28255,2016-02-01 00:00:00.000000 UTC,101410,9.56244,10.5774
28255,29093,2016-02-01 00:00:00.000000 UTC,101590,9.64099,8.17422
16111,28255,2016-02-01 00:00:00.000000 UTC,131200,10.0548,10.9764
16111,28255,2016-02-01 00:00:00.000000 UTC,104230,10.1245,8.8551
29093,16111,2016-02-01 00:00:00.000000 UTC,212710,10.3252,12.1658
29093,39261,2016-02-01 00:00:00.000000 UTC,217300,10.3462,11.8646
29093,39261,2016-02-01 00:00:00.000000 UTC,226210,10.3871,8.76174
29093,28255,2016-02-01 00:00:00.000000 UTC,223660,10.7814,11.7675
16111,28255,2016-02-01 00:00:00.000000 UTC,80410,10.8707,7.21922
39261,16111,2016-02-01 00:00:00.000000 UTC,254740,11.0339,12.6648
16111,29093,2016-02-01 00:00:00.000000 UTC,298780,11.056,12.81
29093,16111,2016-02-01 00:00:00.000000 UTC,207100,11.1063,12.2264
39261,16111,2016-02-01 00:00:00.000000 UTC,243580,11.2761,12.3703
16111,39261,2016-02-01 00:00:00.000000 UTC,241360,11.2993,8.07706
39261,28255,2016-02-01 00:00:00.000000 UTC,101380,11.3837,10.9363
39261,28255,2016-02-01 00:00:00.000000 UTC,184930,11.411,11.8752
29093,16111,2016-02-01 00:00:00.000000 UTC,123100,11.6753,11.8588
39261,28255,2016-02-01 00:00:00.000000 UTC,119260,11.7402,11.5954
28255,16111,2016-02-01 00:00:00.000000 UTC,103630,11.8107,9.71566
29093,16111,2016-02-01 00:00:00.000000 UTC,291010,11.9275,12.7814
16111,39261,2016-02-01 00:00:00.000000 UTC,54250,12.4133,10.3216
39261,16111,2016-02-01 00:00:00.000000 UTC,78460,12.4301,10.9436
16111,28255,2016-02-01 00:00:00.000000 UTC,107230,12.7944,11.5755
28255,29093,2016-02-01 00:00:00.000000 UTC,101620,12.8412,11.1459
29093,16111,2016-02-01 00:00:00.000000 UTC,212680,13.1689,12.3791
39261,28255,2016-02-01 00:00:00.000000 UTC,262540,13.3451,11.8954
29093,39261,2016-02-01 00:00:00.000000 UTC,295630,13.7972,13.348
16111,28255,2016-02-01 00:00:00.000000 UTC,65410,13.823,12.1978
28255,39261,2016-02-01 00:00:00.000000 UTC,78520,14.102,11.4858
29093,28255,2016-02-01 00:00:00.000000 UTC,5680,14.9444,15.1197
29093,16111,2016-02-01 00:00:00.000000 UTC,246340,15.227,12.0121
16111,39261,2016-02-01 00:00:00.000000 UTC,256450,15.4249,12.8814
29093,39261,2016-02-01 00:00:00.000000 UTC,223180,15.4349,13.4584
29093,39261,2016-02-01 00:00:00.000000 UTC,192970,15.4356,14.3152
28255,29093,2016-02-01 00:00:00.000000 UTC,126940,15.4723,12.4744
39261,29093,2016-02-01 00:00:00.000000 UTC,14410,15.5286,19.8436
29093,16111,2016-02-01 00:00:00.000000 UTC,289420,16.3464,30.3026
39261,29093,2016-02-01 00:00:00.000000 UTC,8410,16.3468,19.49
29093,16111,2016-02-01 00:00:00.000000 UTC,277720,16.8804,28.7305
29093,39261,2016-02-01 00:00:00.000000 UTC,14710,16.9331,19.6813
16111,29093,2016-02-01 00:00:00.000000 UTC,81160,16.9428,26.3476
28255,39261,2016-02-01 00:00:00.000000 UTC,9400,16.9557,19.5508
39261,16111,2016-02-01 00:00:00.000000 UTC,297700,17.0659,29.364
29093,39261,2016-02-01 00:00:00.000000 UTC,202900,17.2492,28.0393
39261,16111,2016-02-01 00:00:00.000000 UTC,251110,17.3607,27.4401
16111,39261,2016-02-01 00:00:00.000000 UTC,276850,17.5509,26.9639
16111,28255,2016-02-01 00:00:00.000000 UTC,284290,17.6535,29.5651
29093,16111,2016-02-01 00:00:00.000000 UTC,298000,17.6784,29.424
39261,28255,2016-02-01 00:00:00.000000 UTC,119200,17.6962,13.0374
28255,16111,2016-02-01 00:00:00.000000 UTC,248350,17.7567,27.7394
29093,39261,2016-02-01 00:00:00.000000 UTC,287470,17.8015,28.5601
29093,39261,2016-02-01 00:00:00.000000 UTC,221590,17.8202,29.7591
29093,28255,2016-02-01 00:00:00.000000 UTC,280960,17.8352,28.536
39261,29093,2016-02-01 00:00:00.000000 UTC,36730,17.8866,18.4834
39261,29093,2016-02-01 00:00:00.000000 UTC,235060,18.1828,29.0381
39261,29093,2016-02-01 00:00:00.000000 UTC,8230,18.3217,21.8107
